Istasyon_No|Istasyon_Adi|YIL|AY|ORTALAMA_SICAKLIK_?C
17186|MAN?SA|2015|11|13.6
17186|MAN?SA|2015|12|5.8
17186|MAN?SA|2015|13|17.2
17186|MAN?SA|2016|1|6.4
17186|MAN?SA|2016|2|11.9
17186|MAN?SA|2016|3|12.0
17186|MAN?SA|2016|4|18.2
17186|MAN?SA|2016|5|19.7
17186|MAN?SA|2016|6|26.9
17186|MAN?SA|2016|7|29.0
17186|MAN?SA|2016|8|28.8
17186|MAN?SA|2016|9|23.8
17186|MAN?SA|2016|10|18.1
17186|MAN?SA|2016|11|11.5
17186|MAN?SA|2016|12|4.5
17186|MAN?SA|2016|13|17.6
17186|MAN?SA|2017|1|4.2
17186|MAN?SA|2017|2|8.8
17186|MAN?SA|2017|3|12.1
17186|MAN?SA|2017|4|15.5
17186|MAN?SA|2017|5|20.8
17186|MAN?SA|2017|6|25.7
17186|MAN?SA|2017|7|28.9
17186|MAN?SA|2017|8|28.5
17186|MAN?SA|2017|9|24.4
17186|MAN?SA|2017|10|17.4
17186|MAN?SA|2017|11|10.7
17186|MAN?SA|2017|12|9.6
17186|MAN?SA|2017|13|17.3
17186|MAN?SA|2018|1|6.6
17186|MAN?SA|2018|2|10.7
17186|MAN?SA|2018|3|14.3
17186|MAN?SA|2018|4|18.8
17186|MAN?SA|2018|5|22.9
17186|MAN?SA|2018|6|25.3
17186|MAN?SA|2018|7|28.5
17186|MAN?SA|2018|8|29.0
17186|MAN?SA|2018|9|24.6
17186|MAN?SA|2018|10|18.0
17186|MAN?SA|2018|11|13.5
17186|MAN?SA|2018|12|6.4
17186|MAN?SA|2018|13|18.3
17186|MAN?SA|2019|1|7.1
17186|MAN?SA|2019|2|8.5
17186|MAN?SA|2019|3|11.8
17186|MAN?SA|2019|4|15.0
17186|MAN?SA|2019|5|21.4
17186|MAN?SA|2019|6|26.7
17186|MAN?SA|2019|7|27.7
17186|MAN?SA|2019|8|29.1
17186|MAN?SA|2019|9|24.0
17186|MAN?SA|2019|10|19.8
17186|MAN?SA|2019|11|14.4
17186|MAN?SA|2019|12|8.5
17186|MAN?SA|2019|13|17.9
17186|MAN?SA|2020|1|6.2
17186|MAN?SA|2020|2|8.6
17186|MAN?SA|2020|3|12.0
17186|MAN?SA|2020|4|15.2
17186|MAN?SA|2020|5|20.9
17186|MAN?SA|2020|6|24.1
17186|MAN?SA|2020|7|29.5
17186|MAN?SA|2020|8|29.1
17186|MAN?SA|2020|9|26.7
17186|MAN?SA|2020|10|20.3
17186|MAN?SA|2020|11|12.6
17186|MAN?SA|2020|12|10.4
17186|MAN?SA|2020|13|18.0
17186|MAN?SA|2021|1|9.1
17186|MAN?SA|2021|2|9.8
17186|MAN?SA|2021|3|9.7
17186|MAN?SA|2021|4|15.9
17186|MAN?SA|2021|5|22.5
17186|MAN?SA|2021|6|25.0
17227|AYDIN ?ILDIR HAVAL?MANI|2010|1|9.4
17227|AYDIN ?ILDIR HAVAL?MANI|2010|2|11.4
17227|AYDIN ?ILDIR HAVAL?MANI|2010|3|12.4
17227|AYDIN ?ILDIR HAVAL?MANI|2010|4|16.1
17227|AYDIN ?ILDIR HAVAL?MANI|2010|5|21.2
17227|AYDIN ?ILDIR HAVAL?MANI|2010|6|24.4
17227|AYDIN ?ILDIR HAVAL?MANI|2010|7|27.8
17227|AYDIN ?ILDIR HAVAL?MANI|2010|8|28.9
17227|AYDIN ?ILDIR HAVAL?MANI|2010|9|23.7
17227|AYDIN ?ILDIR HAVAL?MANI|2010|10|17.5
17227|AYDIN ?ILDIR HAVAL?MANI|2010|11|15.8
17227|AYDIN ?ILDIR HAVAL?MANI|2010|12|11.1
17227|AYDIN ?ILDIR HAVAL?MANI|2010|13|18.2
17227|AYDIN ?ILDIR HAVAL?MANI|2011|1|7.2
17227|AYDIN ?ILDIR HAVAL?MANI|2011|2|9.0
17227|AYDIN ?ILDIR HAVAL?MANI|2011|3|10.4
17227|AYDIN ?ILDIR HAVAL?MANI|2011|4|13.9
17227|AYDIN ?ILDIR HAVAL?MANI|2011|5|19.1
17227|AYDIN ?ILDIR HAVAL?MANI|2011|6|24.4
17227|AYDIN ?ILDIR HAVAL?MANI|2011|7|27.6
17227|AYDIN ?ILDIR HAVAL?MANI|2011|8|26.8
17227|AYDIN ?ILDIR HAVAL?MANI|2011|9|23.7
17227|AYDIN ?ILDIR HAVAL?MANI|2011|10|15.8
17227|AYDIN ?ILDIR HAVAL?MANI|2011|11|9.1
17227|AYDIN ?ILDIR HAVAL?MANI|2011|12|8.4
17227|AYDIN ?ILDIR HAVAL?MANI|2011|13|16.4
17227|AYDIN ?ILDIR HAVAL?MANI|2012|1|5.3
17227|AYDIN ?ILDIR HAVAL?MANI|2012|2|6.9
17227|AYDIN ?ILDIR HAVAL?MANI|2012|3|10.5
17227|AYDIN ?ILDIR HAVAL?MANI|2012|4|16.2
17227|AYDIN ?ILDIR HAVAL?MANI|2012|5|19.8
17227|AYDIN ?ILDIR HAVAL?MANI|2012|6|26.5
17227|AYDIN ?ILDIR HAVAL?MANI|2012|7|29.1
17227|AYDIN ?ILDIR HAVAL?MANI|2012|8|27.6
17227|AYDIN ?ILDIR HAVAL?MANI|2012|9|23.4
17227|AYDIN ?ILDIR HAVAL?MANI|2012|10|20.0
17227|AYDIN ?ILDIR HAVAL?MANI|2012|11|14.7
17227|AYDIN ?ILDIR HAVAL?MANI|2012|12|9.8
17227|AYDIN ?ILDIR HAVAL?MANI|2012|13|18.1
17227|AYDIN ?ILDIR HAVAL?MANI|2013|1|8.1
17227|AYDIN ?ILDIR HAVAL?MANI|2013|2|10.3
17227|AYDIN ?ILDIR HAVAL?MANI|2013|3|12.7
17227|AYDIN ?ILDIR HAVAL?MANI|2013|4|16.1
17227|AYDIN ?ILDIR HAVAL?MANI|2013|5|22.0
17227|AYDIN ?ILDIR HAVAL?MANI|2013|6|25.2
17227|AYDIN ?ILDIR HAVAL?MANI|2013|7|27.3
17227|AYDIN ?ILDIR HAVAL?MANI|2013|8|27.4
17227|AYDIN ?ILDIR HAVAL?MANI|2013|9|22.5
17227|AYDIN ?ILDIR HAVAL?MANI|2013|10|16.1
17227|AYDIN ?ILDIR HAVAL?MANI|2013|11|13.5
17227|AYDIN ?ILDIR HAVAL?MANI|2013|12|6.7
17227|AYDIN ?ILDIR HAVAL?MANI|2013|13|17.4
17227|AYDIN ?ILDIR HAVAL?MANI|2014|1|10.3
17227|AYDIN ?ILDIR HAVAL?MANI|2014|2|10.2
17227|AYDIN ?ILDIR HAVAL?MANI|2014|3|12.0
17227|AYDIN ?ILDIR HAVAL?MANI|2014|4|15.8
17227|AYDIN ?ILDIR HAVAL?MANI|2014|5|20.1
17227|AYDIN ?ILDIR HAVAL?MANI|2014|6|24.2
17227|AYDIN ?ILDIR HAVAL?MANI|2014|7|26.9
17227|AYDIN ?ILDIR HAVAL?MANI|2014|8|27.5
17227|AYDIN ?ILDIR HAVAL?MANI|2014|9|22.8
17227|AYDIN ?ILDIR HAVAL?MANI|2014|10|18.6
17227|AYDIN ?ILDIR HAVAL?MANI|2014|11|12.9
17227|AYDIN ?ILDIR HAVAL?MANI|2014|12|11.3
17227|AYDIN ?ILDIR HAVAL?MANI|2014|13|17.7
17227|AYDIN ?ILDIR HAVAL?MANI|2015|1|7.8
17227|AYDIN ?ILDIR HAVAL?MANI|2015|2|8.8
17227|AYDIN ?ILDIR HAVAL?MANI|2015|3|11.3
17227|AYDIN ?ILDIR HAVAL?MANI|2015|4|13.8
17227|AYDIN ?ILDIR HAVAL?MANI|2015|5|20.9
17227|AYDIN ?ILDIR HAVAL?MANI|2015|6|23.2
17227|AYDIN ?ILDIR HAVAL?MANI|2015|7|27.4
17227|AYDIN ?ILDIR HAVAL?MANI|2015|8|27.4
17227|AYDIN ?ILDIR HAVAL?MANI|2015|9|24.4
17227|AYDIN ?ILDIR HAVAL?MANI|2015|10|19.1
17227|AYDIN ?ILDIR HAVAL?MANI|2015|11|13.8
17227|AYDIN ?ILDIR HAVAL?MANI|2015|12|6.9
17227|AYDIN ?ILDIR HAVAL?MANI|2015|13|17.1
17227|AYDIN ?ILDIR HAVAL?MANI|2016|1|7.1
17227|AYDIN ?ILDIR HAVAL?MANI|2016|2|12.6
17227|AYDIN ?ILDIR HAVAL?MANI|2016|3|12.3
17227|AYDIN ?ILDIR HAVAL?MANI|2016|4|18.0
17227|AYDIN ?ILDIR HAVAL?MANI|2016|5|19.9
17227|AYDIN ?ILDIR HAVAL?MANI|2016|6|26.9
17227|AYDIN ?ILDIR HAVAL?MANI|2016|7|28.6
17227|AYDIN ?ILDIR HAVAL?MANI|2016|8|27.8
17227|AYDIN ?ILDIR HAVAL?MANI|2016|9|23.2
17227|AYDIN ?ILDIR HAVAL?MANI|2016|10|18.7
17227|AYDIN ?ILDIR HAVAL?MANI|2016|11|12.7
17227|AYDIN ?ILDIR HAVAL?MANI|2016|12|5.2
17227|AYDIN ?ILDIR HAVAL?MANI|2016|13|17.8
17227|AYDIN ?ILDIR HAVAL?MANI|2017|1|5.9
17227|AYDIN ?ILDIR HAVAL?MANI|2017|2|9.3
17227|AYDIN ?ILDIR HAVAL?MANI|2017|3|12.3
17227|AYDIN ?ILDIR HAVAL?MANI|2017|4|15.3
17227|AYDIN ?ILDIR HAVAL?MANI|2017|5|20.2
17227|AYDIN ?ILDIR HAVAL?MANI|2017|6|25.3
17227|AYDIN ?ILDIR HAVAL?MANI|2017|7|28.6
17227|AYDIN ?ILDIR HAVAL?MANI|2017|8|27.4
17227|AYDIN ?ILDIR HAVAL?MANI|2017|9|23.1
17227|AYDIN ?ILDIR HAVAL?MANI|2017|10|17.5
17227|AYDIN ?ILDIR HAVAL?MANI|2017|11|11.7
17227|AYDIN ?ILDIR HAVAL?MANI|2017|12|10.4
17227|AYDIN ?ILDIR HAVAL?MANI|2017|13|17.5
17227|AYDIN ?ILDIR HAVAL?MANI|2018|1|8.9
17227|AYDIN ?ILDIR HAVAL?MANI|2018|2|12.5
17227|AYDIN ?ILDIR HAVAL?MANI|2018|3|15.2
17227|AYDIN ?ILDIR HAVAL?MANI|2018|4|20.9
17227|AYDIN ?ILDIR HAVAL?MANI|2018|5|24.6
17227|AYDIN ?ILDIR HAVAL?MANI|2018|6|27.1
17227|AYDIN ?ILDIR HAVAL?MANI|2018|7|30.5
17227|AYDIN ?ILDIR HAVAL?MANI|2018|8|30.3
17227|AYDIN ?ILDIR HAVAL?MANI|2018|9|26.0
17227|AYDIN ?ILDIR HAVAL?MANI|2018|10|20.9
17227|AYDIN ?ILDIR HAVAL?MANI|2018|11|15.9
17227|AYDIN ?ILDIR HAVAL?MANI|2018|12|8.7
17227|AYDIN ?ILDIR HAVAL?MANI|2019|1|8.8
17227|AYDIN ?ILDIR HAVAL?MANI|2019|2|11.9
17227|AYDIN ?ILDIR HAVAL?MANI|2019|3|14.8
17227|AYDIN ?ILDIR HAVAL?MANI|2019|4|17.0
17227|AYDIN ?ILDIR HAVAL?MANI|2019|5|23.3
17227|AYDIN ?ILDIR HAVAL?MANI|2019|6|28.9
17227|AYDIN ?ILDIR HAVAL?MANI|2019|7|29.5
17227|AYDIN ?ILDIR HAVAL?MANI|2019|8|30.7
17227|AYDIN ?ILDIR HAVAL?MANI|2019|9|25.2
17227|AYDIN ?ILDIR HAVAL?MANI|2019|10|23.3
17227|AYDIN ?ILDIR HAVAL?MANI|2019|11|17.5
17227|AYDIN ?ILDIR HAVAL?MANI|2019|12|10.8
17227|AYDIN ?ILDIR HAVAL?MANI|2020|1|9.0
17227|AYDIN ?ILDIR HAVAL?MANI|2020|2|10.9
17227|AYDIN ?ILDIR HAVAL?MANI|2020|3|14.5
17227|AYDIN ?ILDIR HAVAL?MANI|2020|4|18.9
17227|AYDIN ?ILDIR HAVAL?MANI|2020|5|25.0
17227|AYDIN ?ILDIR HAVAL?MANI|2020|6|26.8
17227|AYDIN ?ILDIR HAVAL?MANI|2020|7|30.7
17227|AYDIN ?ILDIR HAVAL?MANI|2020|8|29.6
17227|AYDIN ?ILDIR HAVAL?MANI|2020|9|28.1
17227|AYDIN ?ILDIR HAVAL?MANI|2020|10|22.9
17227|AYDIN ?ILDIR HAVAL?MANI|2020|11|15.8
17227|AYDIN ?ILDIR HAVAL?MANI|2020|12|13.0
17227|AYDIN ?ILDIR HAVAL?MANI|2021|1|9.8
17227|AYDIN ?ILDIR HAVAL?MANI|2021|2|12.5
17227|AYDIN ?ILDIR HAVAL?MANI|2021|3|11.8
17227|AYDIN ?ILDIR HAVAL?MANI|2021|4|17.7
17227|AYDIN ?ILDIR HAVAL?MANI|2021|5|25.6
17227|AYDIN ?ILDIR HAVAL?MANI|2021|6|26.9
17237|DEN?ZL?|1960|1|6.9
17237|DEN?ZL?|1960|2|7.3
17237|DEN?ZL?|1960|3|9.2
17237|DEN?ZL?|1960|4|13.9
17237|DEN?ZL?|1960|5|20.1
17237|DEN?ZL?|1960|6|22.4
17237|DEN?ZL?|1960|7|26.3
17237|DEN?ZL?|1960|8|26.2
17237|DEN?ZL?|1960|9|22.2
17237|DEN?ZL?|1960|10|19.9
17237|DEN?ZL?|1960|11|13.3
17237|DEN?ZL?|1960|12|10.4
17237|DEN?ZL?|1960|13|16.5
17237|DEN?ZL?|1961|1|5.3
17237|DEN?ZL?|1961|2|5.4
17237|DEN?ZL?|1961|3|9.2
17237|DEN?ZL?|1961|4|16.0
17237|DEN?ZL?|1961|5|19.2
17237|DEN?ZL?|1961|6|23.4
17237|DEN?ZL?|1961|7|26.7
17237|DEN?ZL?|1961|8|26.9
17237|DEN?ZL?|1961|9|20.4
17237|DEN?ZL?|1961|10|16.1
17237|DEN?ZL?|1961|11|12.8
17237|DEN?ZL?|1961|12|8.1
17237|DEN?ZL?|1961|13|15.9
17237|DEN?ZL?|1962|1|7.1
17237|DEN?ZL?|1962|2|6.2
17237|DEN?ZL?|1962|3|11.8
17237|DEN?ZL?|1962|4|13.8
17237|DEN?ZL?|1962|5|20.3
17237|DEN?ZL?|1962|6|24.0
17237|DEN?ZL?|1962|7|27.0
17237|DEN?ZL?|1962|8|28.1
17237|DEN?ZL?|1962|9|22.6
17237|DEN?ZL?|1962|10|16.6
17237|DEN?ZL?|1962|11|14.7
17237|DEN?ZL?|1962|12|9.1
17237|DEN?ZL?|1962|13|16.8
17237|DEN?ZL?|1963|1|7.1
17237|DEN?ZL?|1963|2|9.7
17237|DEN?ZL?|1963|3|7.9
17237|DEN?ZL?|1963|4|13.9
17237|DEN?ZL?|1963|5|17.3
17237|DEN?ZL?|1963|6|23.7
17237|DEN?ZL?|1963|7|26.6
17237|DEN?ZL?|1963|8|27.2
17237|DEN?ZL?|1963|9|22.7
17237|DEN?ZL?|1963|10|16.6
17237|DEN?ZL?|1963|11|12.1
17237|DEN?ZL?|1963|12|8.8
17237|DEN?ZL?|1963|13|16.2
17237|DEN?ZL?|1964|1|1.8
17237|DEN?ZL?|1964|2|5.5
17237|DEN?ZL?|1964|3|9.7
17237|DEN?ZL?|1964|4|14.1
17237|DEN?ZL?|1964|5|17.4
17237|DEN?ZL?|1964|6|23.1
17237|DEN?ZL?|1964|7|26.1
17237|DEN?ZL?|1964|8|24.9
17237|DEN?ZL?|1964|9|20.5
17237|DEN?ZL?|1964|10|18.0
17237|DEN?ZL?|1964|11|11.2
17237|DEN?ZL?|1964|12|8.8
17237|DEN?ZL?|1964|13|15.1
17237|DEN?ZL?|1965|1|6.1
17237|DEN?ZL?|1965|2|4.9
17237|DEN?ZL?|1965|3|10.0
17237|DEN?ZL?|1965|4|13.3
17237|DEN?ZL?|1965|5|17.3
17237|DEN?ZL?|1965|6|24.0
17237|DEN?ZL?|1965|7|25.9
17237|DEN?ZL?|1965|8|24.6
17237|DEN?ZL?|1965|9|22.9
17237|DEN?ZL?|1965|10|14.2
17237|DEN?ZL?|1965|11|11.7
17237|DEN?ZL?|1965|12|8.2
17237|DEN?ZL?|1965|13|15.3
17237|DEN?ZL?|1966|1|6.8
17237|DEN?ZL?|1966|2|9.7
17237|DEN?ZL?|1966|3|9.8
17237|DEN?ZL?|1966|4|15.1
17237|DEN?ZL?|1966|5|17.6
17237|DEN?ZL?|1966|6|23.1
17237|DEN?ZL?|1966|7|25.9
17237|DEN?ZL?|1966|8|26.4
17237|DEN?ZL?|1966|9|20.6
17237|DEN?ZL?|1966|10|18.7
17237|DEN?ZL?|1966|11|14.3
17237|DEN?ZL?|1966|12|7.5
17237|DEN?ZL?|1966|13|16.3
17237|DEN?ZL?|1967|1|5.4
17237|DEN?ZL?|1967|2|4.0
17237|DEN?ZL?|1967|3|8.2
17237|DEN?ZL?|1967|4|13.6
17237|DEN?ZL?|1967|5|18.2
17237|DEN?ZL?|1967|6|22.1
17237|DEN?ZL?|1967|7|25.7
17237|DEN?ZL?|1967|8|26.4
17237|DEN?ZL?|1967|9|20.9
17237|DEN?ZL?|1967|10|16.0
17237|DEN?ZL?|1967|11|9.7
17237|DEN?ZL?|1967|12|8.4
17237|DEN?ZL?|1967|13|14.9
17237|DEN?ZL?|1968|1|4.5
17237|DEN?ZL?|1968|2|7.2
17237|DEN?ZL?|1968|3|8.3
17237|DEN?ZL?|1968|4|16.3
17237|DEN?ZL?|1968|5|22.0
17237|DEN?ZL?|1968|6|22.5
17237|DEN?ZL?|1968|7|26.0
17237|DEN?ZL?|1968|8|23.6
17237|DEN?ZL?|1968|9|20.3
17237|DEN?ZL?|1968|10|15.2
17237|DEN?ZL?|1968|11|11.4
17237|DEN?ZL?|1968|12|7.9
17237|DEN?ZL?|1968|13|15.5
17237|DEN?ZL?|1969|1|4.3
17237|DEN?ZL?|1969|2|7.8
17237|DEN?ZL?|1969|3|9.6
17237|DEN?ZL?|1969|4|10.7
17237|DEN?ZL?|1969|5|19.7
17237|DEN?ZL?|1969|6|23.9
17237|DEN?ZL?|1969|7|24.1
17237|DEN?ZL?|1969|8|25.6
17237|DEN?ZL?|1969|9|22.6
17237|DEN?ZL?|1969|10|15.5
17237|DEN?ZL?|1969|11|11.5
17237|DEN?ZL?|1969|12|9.2
17237|DEN?ZL?|1969|13|15.4
17237|DEN?ZL?|1970|1|7.5
17237|DEN?ZL?|1970|2|8.8
17237|DEN?ZL?|1970|3|11.2
17237|DEN?ZL?|1970|4|15.8
17237|DEN?ZL?|1970|5|18.0
17237|DEN?ZL?|1970|6|23.7
17237|DEN?ZL?|1970|7|26.2
17237|DEN?ZL?|1970|8|25.6
17237|DEN?ZL?|1970|9|21.4
17237|DEN?ZL?|1970|10|14.1
17237|DEN?ZL?|1970|11|11.0
17237|DEN?ZL?|1970|12|5.5
17237|DEN?ZL?|1970|13|15.7
17237|DEN?ZL?|1971|1|9.1
17237|DEN?ZL?|1971|2|6.2
17237|DEN?ZL?|1971|3|9.7
17237|DEN?ZL?|1971|4|12.5
17237|DEN?ZL?|1971|5|18.9
17237|DEN?ZL?|1971|6|23.1
17237|DEN?ZL?|1971|7|24.8
17237|DEN?ZL?|1971|8|24.9
17237|DEN?ZL?|1971|9|21.0
17237|DEN?ZL?|1971|10|13.9
17237|DEN?ZL?|1971|11|11.1
17237|DEN?ZL?|1971|12|5.1
17237|DEN?ZL?|1971|13|15.1
17237|DEN?ZL?|1972|1|3.6
17237|DEN?ZL?|1972|2|5.3
17237|DEN?ZL?|1972|3|9.9
17237|DEN?ZL?|1972|4|15.8
17237|DEN?ZL?|1972|5|19.0
17237|DEN?ZL?|1972|6|23.0
17237|DEN?ZL?|1972|7|25.0
17237|DEN?ZL?|1972|8|24.8
17237|DEN?ZL?|1972|9|21.8
17237|DEN?ZL?|1972|10|14.5
17237|DEN?ZL?|1972|11|10.0
17237|DEN?ZL?|1972|12|4.5
17237|DEN?ZL?|1972|13|14.8
17237|DEN?ZL?|1973|1|4.4
17237|DEN?ZL?|1973|2|8.0
17237|DEN?ZL?|1973|3|8.7
17237|DEN?ZL?|1973|4|12.6
17237|DEN?ZL?|1973|5|20.1
17237|DEN?ZL?|1973|6|22.9
17237|DEN?ZL?|1973|7|26.3
17237|DEN?ZL?|1973|8|24.9
17237|DEN?ZL?|1973|9|22.9
17237|DEN?ZL?|1973|10|16.4
17237|DEN?ZL?|1973|11|8.9
17237|DEN?ZL?|1973|12|7.9
17237|DEN?ZL?|1973|13|15.4
17237|DEN?ZL?|1974|1|1.4
17237|DEN?ZL?|1974|2|7.2
17237|DEN?ZL?|1974|3|11.0
17237|DEN?ZL?|1974|4|12.3
17237|DEN?ZL?|1974|5|18.0
17237|DEN?ZL?|1974|6|23.9
17237|DEN?ZL?|1974|7|26.4
17237|DEN?ZL?|1974|8|24.9
17237|DEN?ZL?|1974|9|21.5
17237|DEN?ZL?|1974|10|18.8
17237|DEN?ZL?|1974|11|10.8
17237|DEN?ZL?|1974|12|5.1
17237|DEN?ZL?|1974|13|15.2
17237|DEN?ZL?|1975|1|4.5
17237|DEN?ZL?|1975|2|4.6
17237|DEN?ZL?|1975|3|10.7
17237|DEN?ZL?|1975|4|14.8
17237|DEN?ZL?|1975|5|18.0
17237|DEN?ZL?|1975|6|22.7
17237|DEN?ZL?|1975|7|26.8
17237|DEN?ZL?|1975|8|25.4
17237|DEN?ZL?|1975|9|21.7
17237|DEN?ZL?|1975|10|16.0
17237|DEN?ZL?|1975|11|10.1
17237|DEN?ZL?|1975|12|4.6
17237|DEN?ZL?|1975|13|15.1
17237|DEN?ZL?|1976|1|4.1
17237|DEN?ZL?|1976|2|3.7
17237|DEN?ZL?|1976|3|9.0
17237|DEN?ZL?|1976|4|12.8
17237|DEN?ZL?|1976|5|18.4
17237|DEN?ZL?|1976|6|22.8
17237|DEN?ZL?|1976|7|24.8
17237|DEN?ZL?|1976|8|23.0
17237|DEN?ZL?|1976|9|20.3
17237|DEN?ZL?|1976|10|16.9
17237|DEN?ZL?|1976|11|11.2
17237|DEN?ZL?|1976|12|6.8
17237|DEN?ZL?|1976|13|14.5
17237|DEN?ZL?|1977|1|5.2
17237|DEN?ZL?|1977|2|9.7
17237|DEN?ZL?|1977|3|9.2
17237|DEN?ZL?|1977|4|13.7
17237|DEN?ZL?|1977|5|20.1
17237|DEN?ZL?|1977|6|24.0
17237|DEN?ZL?|1977|7|27.0
17237|DEN?ZL?|1977|8|26.5
17237|DEN?ZL?|1977|9|21.1
17237|DEN?ZL?|1977|10|14.0
17237|DEN?ZL?|1977|11|13.6
17237|DEN?ZL?|1977|12|5.7
17237|DEN?ZL?|1977|13|15.8
17237|DEN?ZL?|1978|1|6.0
17237|DEN?ZL?|1978|2|9.3
17237|DEN?ZL?|1978|3|10.3
17237|DEN?ZL?|1978|4|13.4
17237|DEN?ZL?|1978|5|19.7
17237|DEN?ZL?|1978|6|23.9
17237|DEN?ZL?|1978|7|27.1
17237|DEN?ZL?|1978|8|24.6
17237|DEN?ZL?|1978|9|19.9
17237|DEN?ZL?|1978|10|16.5
17237|DEN?ZL?|1978|11|9.1
17237|DEN?ZL?|1978|12|7.4
17237|DEN?ZL?|1978|13|15.6
17237|DEN?ZL?|1979|1|6.4
17237|DEN?ZL?|1979|2|8.5
17237|DEN?ZL?|1979|3|11.5
17237|DEN?ZL?|1979|4|13.5
17237|DEN?ZL?|1979|5|18.1
17237|DEN?ZL?|1979|6|23.6
17237|DEN?ZL?|1979|7|25.5
17237|DEN?ZL?|1979|8|25.5
17237|DEN?ZL?|1979|9|22.6
17237|DEN?ZL?|1979|10|16.8
17237|DEN?ZL?|1979|11|11.1
17237|DEN?ZL?|1979|12|6.8
17237|DEN?ZL?|1979|13|15.9
17237|DEN?ZL?|1980|1|4.3
17237|DEN?ZL?|1980|2|5.2
17237|DEN?ZL?|1980|3|8.3
17237|DEN?ZL?|1980|4|12.7
17237|DEN?ZL?|1980|5|18.2
17237|DEN?ZL?|1980|6|23.6
17237|DEN?ZL?|1980|7|27.1
17237|DEN?ZL?|1980|8|26.1
17237|DEN?ZL?|1980|9|20.5
17237|DEN?ZL?|1980|10|17.3
17237|DEN?ZL?|1980|11|12.6
17237|DEN?ZL?|1980|12|7.9
17237|DEN?ZL?|1980|13|15.4
17237|DEN?ZL?|1981|1|6.0
17237|DEN?ZL?|1981|2|6.0
17237|DEN?ZL?|1981|3|11.6
17237|DEN?ZL?|1981|4|14.4
17237|DEN?ZL?|1981|5|17.1
17237|DEN?ZL?|1981|6|24.9
17237|DEN?ZL?|1981|7|26.0
17237|DEN?ZL?|1981|8|25.6
17237|DEN?ZL?|1981|9|22.4
17237|DEN?ZL?|1981|10|19.1
17237|DEN?ZL?|1981|11|9.4
17237|DEN?ZL?|1981|12|10.8
17237|DEN?ZL?|1981|13|16.2
17237|DEN?ZL?|1982|1|6.9
17237|DEN?ZL?|1982|2|4.5
17237|DEN?ZL?|1982|3|8.7
17237|DEN?ZL?|1982|4|13.8
17237|DEN?ZL?|1982|5|18.4
17237|DEN?ZL?|1982|6|23.4
17237|DEN?ZL?|1982|7|24.5
17237|DEN?ZL?|1982|8|25.7
17237|DEN?ZL?|1982|9|23.6
17237|DEN?ZL?|1982|10|16.6
17237|DEN?ZL?|1982|11|9.2
17237|DEN?ZL?|1982|12|7.7
17237|DEN?ZL?|1982|13|15.3
17237|DEN?ZL?|1983|1|2.6
17237|DEN?ZL?|1983|2|4.5
17237|DEN?ZL?|1983|3|9.1
17237|DEN?ZL?|1983|4|15.4
17237|DEN?ZL?|1983|5|19.2
17237|DEN?ZL?|1983|6|21.8
17237|DEN?ZL?|1983|7|24.9
17237|DEN?ZL?|1983|8|24.3
17237|DEN?ZL?|1983|9|21.5
17237|DEN?ZL?|1983|10|15.0
17237|DEN?ZL?|1983|11|10.8
17237|DEN?ZL?|1983|12|7.9
17237|DEN?ZL?|1983|13|14.8
17237|DEN?ZL?|1984|1|6.9
17237|DEN?ZL?|1984|2|7.9
17237|DEN?ZL?|1984|3|9.5
17237|DEN?ZL?|1984|4|11.9
17237|DEN?ZL?|1984|5|20.4
17237|DEN?ZL?|1984|6|23.4
17237|DEN?ZL?|1984|7|25.2
17237|DEN?ZL?|1984|8|23.3
17237|DEN?ZL?|1984|9|22.7
17237|DEN?ZL?|1984|10|17.9
17237|DEN?ZL?|1984|11|11.3
17237|DEN?ZL?|1984|12|5.6
17237|DEN?ZL?|1984|13|15.5
17237|DEN?ZL?|1985|1|8.1
17237|DEN?ZL?|1985|2|2.9
17237|DEN?ZL?|1985|3|9.6
17237|DEN?ZL?|1985|4|15.5
17237|DEN?ZL?|1985|5|21.0
17237|DEN?ZL?|1985|6|23.7
17237|DEN?ZL?|1985|7|25.8
17237|DEN?ZL?|1985|8|26.7
17237|DEN?ZL?|1985|9|22.2
17237|DEN?ZL?|1985|10|14.3
17237|DEN?ZL?|1985|11|13.7
17237|DEN?ZL?|1985|12|7.1
17237|DEN?ZL?|1985|13|15.9
17237|DEN?ZL?|1986|1|7.9
17237|DEN?ZL?|1986|2|8.5
17237|DEN?ZL?|1986|3|10.3
17237|DEN?ZL?|1986|4|17.3
17237|DEN?ZL?|1986|5|18.0
17237|DEN?ZL?|1986|6|23.6
17237|DEN?ZL?|1986|7|27.2
17237|DEN?ZL?|1986|8|27.5
17237|DEN?ZL?|1986|9|22.4
17237|DEN?ZL?|1986|10|15.6
17237|DEN?ZL?|1986|11|8.4
17237|DEN?ZL?|1986|12|5.8
17237|DEN?ZL?|1986|13|16.1
17237|DEN?ZL?|1987|1|7.3
17237|DEN?ZL?|1987|2|8.1
17237|DEN?ZL?|1987|3|5.6
17237|DEN?ZL?|1987|4|12.7
17237|DEN?ZL?|1987|5|18.1
17237|DEN?ZL?|1987|6|23.8
17237|DEN?ZL?|1987|7|27.7
17237|DEN?ZL?|1987|8|25.8
17237|DEN?ZL?|1987|9|23.6
17237|DEN?ZL?|1987|10|15.6
